strategy_id,strategy,source_proof_id,source_lean_name,source_strategy_number,source_file,formal_statement,comment
240,Use positivity preservation under multiplication in a strictly ordered ring to conclude \(0<xy\) from \(0<x\) and \(0<y\).,atlas.real_analysis.3ea7ba1b0f4b,ordered_field_axioms,2,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/OrderedSetsFields.lean,"theorem ordered_field_axioms (F : Type*) [Field F] [LinearOrder F] [IsStrictOrderedRing F] :
    (∀ x y z : F, x < y → x + z < y + z) ∧
    (∀ x y : F, 0 < x → 0 < y → 0 < x * y)","*Ordered field axioms.** In an ordered field `F`, the order is compatible
with addition (`x < y` implies `x + z < y + z`) and with multiplication
(if `0 < x` and `0 < y`, then `0 < x * y`)."
241,Prove the conjunction by supplying these two standard order-compatibility results as its respective components.,atlas.real_analysis.3ea7ba1b0f4b,ordered_field_axioms,3,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/OrderedSetsFields.lean,"theorem ordered_field_axioms (F : Type*) [Field F] [LinearOrder F] [IsStrictOrderedRing F] :
    (∀ x y z : F, x < y → x + z < y + z) ∧
    (∀ x y : F, 0 < x → 0 < y → 0 < x * y)","*Ordered field axioms.** In an ordered field `F`, the order is compatible
with addition (`x < y` implies `x + z < y + z`) and with multiplication
(if `0 < x` and `0 < y`, then `0 < x * y`)."
242,"Use the `Field F` typeclass to invoke the standard commutativity, associativity, identity, inverse, and distributivity lemmas directly.",atlas.real_analysis.d98ecaeef19d,field_axioms,1,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/OrderedSetsFields.lean,"theorem field_axioms (F : Type*) [Field F] :
    (∀ x y : F, x + y = y + x) ∧
    (∀ x y z : F, (x + y) + z = x + (y + z)) ∧
    (∃ zero : F, ∀ x, zero + x = x) ∧
    (∀ x : F, ∃ y, x + y = 0) ∧
    (∀ x y : F, x * y = y * x) ∧
    (∀ x y z : F, (x * y) * z = x * (y * z)) ∧
    (∃ one : F, ∀ x, one * x = x) ∧
    (∀ x : F, x ≠ 0 → ∃ y, x * y = 1) ∧
    (∀ x y z : F, (x + y) * z = x * z + y * z)","*Field axioms.** A field `F` satisfies the addition axioms (A1-A5:
commutativity, associativity, existence of `0`, additive inverses), the
multiplication axioms (M1-M5: commutativity, associativity, existence of `1`,
multiplicative inverses for nonzero elements), and the distributive law (D)."
243,"Satisfy the existential additive axioms with the canonical witnesses \(0\) for the identity and \(-x\) for the inverse, justified by `zero_add` and `add_neg_cancel`.",atlas.real_analysis.d98ecaeef19d,field_axioms,2,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/OrderedSetsFields.lean,"theorem field_axioms (F : Type*) [Field F] :
    (∀ x y : F, x + y = y + x) ∧
    (∀ x y z : F, (x + y) + z = x + (y + z)) ∧
    (∃ zero : F, ∀ x, zero + x = x) ∧
    (∀ x : F, ∃ y, x + y = 0) ∧
    (∀ x y : F, x * y = y * x) ∧
    (∀ x y z : F, (x * y) * z = x * (y * z)) ∧
    (∃ one : F, ∀ x, one * x = x) ∧
    (∀ x : F, x ≠ 0 → ∃ y, x * y = 1) ∧
    (∀ x y z : F, (x + y) * z = x * z + y * z)","*Field axioms.** A field `F` satisfies the addition axioms (A1-A5:
commutativity, associativity, existence of `0`, additive inverses), the
multiplication axioms (M1-M5: commutativity, associativity, existence of `1`,
multiplicative inverses for nonzero elements), and the distributive law (D)."
244,"Satisfy the existential multiplicative axioms with the canonical witnesses \(1\) for the identity and \(x^{-1}\) for the inverse, using the hypothesis \(x \ne 0\) in `mul_inv_cancel₀`.",atlas.real_analysis.d98ecaeef19d,field_axioms,3,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/OrderedSetsFields.lean,"theorem field_axioms (F : Type*) [Field F] :
    (∀ x y : F, x + y = y + x) ∧
    (∀ x y z : F, (x + y) + z = x + (y + z)) ∧
    (∃ zero : F, ∀ x, zero + x = x) ∧
    (∀ x : F, ∃ y, x + y = 0) ∧
    (∀ x y : F, x * y = y * x) ∧
    (∀ x y z : F, (x * y) * z = x * (y * z)) ∧
    (∃ one : F, ∀ x, one * x = x) ∧
    (∀ x : F, x ≠ 0 → ∃ y, x * y = 1) ∧
    (∀ x y z : F, (x + y) * z = x * z + y * z)","*Field axioms.** A field `F` satisfies the addition axioms (A1-A5:
commutativity, associativity, existence of `0`, additive inverses), the
multiplication axioms (M1-M5: commutativity, associativity, existence of `1`,
multiplicative inverses for nonzero elements), and the distributive law (D)."
245,Assemble all nine axioms in the exact nested-conjunction order of the goal via a single tuple constructed with `refine ⟨\ldots⟩`.,atlas.real_analysis.d98ecaeef19d,field_axioms,4,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/OrderedSetsFields.lean,"theorem field_axioms (F : Type*) [Field F] :
    (∀ x y : F, x + y = y + x) ∧
    (∀ x y z : F, (x + y) + z = x + (y + z)) ∧
    (∃ zero : F, ∀ x, zero + x = x) ∧
    (∀ x : F, ∃ y, x + y = 0) ∧
    (∀ x y : F, x * y = y * x) ∧
    (∀ x y z : F, (x * y) * z = x * (y * z)) ∧
    (∃ one : F, ∀ x, one * x = x) ∧
    (∀ x : F, x ≠ 0 → ∃ y, x * y = 1) ∧
    (∀ x y z : F, (x + y) * z = x * z + y * z)","*Field axioms.** A field `F` satisfies the addition axioms (A1-A5:
commutativity, associativity, existence of `0`, additive inverses), the
multiplication axioms (M1-M5: commutativity, associativity, existence of `1`,
multiplicative inverses for nonzero elements), and the distributive law (D)."
246,"Translate countability of \((0,1]\) into the cardinal inequality \(\lvert(0,1]\rvert \le \aleph_0\), so uncountability becomes the strict reverse inequality.",atlas.real_analysis.e8c8f6ce6b7f,Ioc_zero_one_uncountable,1,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/Uncountability.lean,theorem Ioc_zero_one_uncountable : ¬ Set.Countable (Set.Ioc (0:ℝ) 1),"Cantor's theorem: the half-open interval `(0, 1]` of real numbers is uncountable."
247,"Use \(0<1\) and the fact that every nondegenerate real interval has cardinality continuum to identify \(\lvert(0,1]\rvert=\mathfrak c\).",atlas.real_analysis.e8c8f6ce6b7f,Ioc_zero_one_uncountable,2,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/Uncountability.lean,theorem Ioc_zero_one_uncountable : ¬ Set.Countable (Set.Ioc (0:ℝ) 1),"Cantor's theorem: the half-open interval `(0, 1]` of real numbers is uncountable."
248,"Apply Cantor’s theorem \(\aleph_0<\mathfrak c\) to rule out \(\lvert(0,1]\rvert\le\aleph_0\).",atlas.real_analysis.e8c8f6ce6b7f,Ioc_zero_one_uncountable,3,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/Uncountability.lean,theorem Ioc_zero_one_uncountable : ¬ Set.Countable (Set.Ioc (0:ℝ) 1),"Cantor's theorem: the half-open interval `(0, 1]` of real numbers is uncountable."
249,Cantor’s diagonal argument shows that the power set \(\mathcal P(\mathbb N)\) is uncountable because every proposed enumeration omits a diagonally constructed subset.,atlas.real_analysis.79478ee913cd,real_uncountable,1,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/Uncountability.lean,theorem real_uncountable : ¬ Set.Countable (Set.univ : Set ℝ),Corollary of Cantor's theorem: the set of real numbers `ℝ` is uncountable.
250,"An injection from \(\mathcal P(\mathbb N)\) into \(\mathbb R\), such as encoding subsets by ternary expansions using only \(0\) and \(2\), transfers this uncountability to the real numbers.",atlas.real_analysis.79478ee913cd,real_uncountable,2,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/Uncountability.lean,theorem real_uncountable : ¬ Set.Countable (Set.univ : Set ℝ),Corollary of Cantor's theorem: the set of real numbers `ℝ` is uncountable.
251,"The Lean proof invokes `Cardinal.not_countable_real`, a packaged cardinality result that directly establishes that the universal set of real numbers is not countable.",atlas.real_analysis.79478ee913cd,real_uncountable,3,external/atlas-lean/Atlas/RealAnalysis/code/RealNumbers/Uncountability.lean,theorem real_uncountable : ¬ Set.Countable (Set.univ : Set ℝ),Corollary of Cantor's theorem: the set of real numbers `ℝ` is uncountable.
252,"Rewrite convergence along `Filter.atTop` using `Metric.tendsto_atTop`, which turns the filter statement into the explicit \(\varepsilon\)–\(N\) condition \(\forall \varepsilon>0,\exists M,\forall n\ge M\).",atlas.real_analysis.b994f1398d46,seq_converges_iff,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Basic.lean,"theorem seq_converges_iff (x : ℕ → ℝ) (L : ℝ) :
    Filter.Tendsto x Filter.atTop (nhds L) ↔
    ∀ ε > 0, ∃ M : ℕ, ∀ n ≥ M, |x n - L| < ε","ε–N characterization of convergence: `x n → L` if and only if for every `ε > 0`
there exists `M : ℕ` such that `|x n - L| < ε` for all `n ≥ M`."
253,"Replace the real-valued metric distance with absolute difference via `Real.dist_eq`, yielding \(d(x_n,L)=|x_n-L|\) and exactly the desired statement.",atlas.real_analysis.b994f1398d46,seq_converges_iff,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Basic.lean,"theorem seq_converges_iff (x : ℕ → ℝ) (L : ℝ) :
    Filter.Tendsto x Filter.atTop (nhds L) ↔
    ∀ ε > 0, ∃ M : ℕ, ∀ n ≥ M, |x n - L| < ε","ε–N characterization of convergence: `x n → L` if and only if for every `ε > 0`
there exists `M : ℕ` such that `|x n - L| < ε` for all `n ≥ M`."
254,Recognize that convergence in \(\mathbb{R}\) is order-squeezable: a function bounded between two functions tending to the same limit must tend to that limit.,atlas.real_analysis.8aaf9bffdfc5,squeeze_theorem,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Basic.lean,"theorem squeeze_theorem (a x b : ℕ → ℝ) (L : ℝ)
    (hab : ∀ n, a n ≤ x n) (hxb : ∀ n, x n ≤ b n)
    (ha : Filter.Tendsto a Filter.atTop (nhds L))
    (hb : Filter.Tendsto b Filter.atTop (nhds L)) :
    Filter.Tendsto x Filter.atTop (nhds L)","Squeeze (sandwich) theorem for real sequences: if `a n ≤ x n ≤ b n` for all `n`
and both `a` and `b` converge to the same limit `L`, then `x` also converges to `L`."
255,"Apply `tendsto_of_tendsto_of_tendsto_of_le_of_le` directly with the convergences `ha`, `hb` and pointwise bounds `hab`, `hxb`.",atlas.real_analysis.8aaf9bffdfc5,squeeze_theorem,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Basic.lean,"theorem squeeze_theorem (a x b : ℕ → ℝ) (L : ℝ)
    (hab : ∀ n, a n ≤ x n) (hxb : ∀ n, x n ≤ b n)
    (ha : Filter.Tendsto a Filter.atTop (nhds L))
    (hb : Filter.Tendsto b Filter.atTop (nhds L)) :
    Filter.Tendsto x Filter.atTop (nhds L)","Squeeze (sandwich) theorem for real sequences: if `a n ≤ x n ≤ b n` for all `n`
and both `a` and `b` converge to the same limit `L`, then `x` also converges to `L`."
256,Rewrite `CauchySeq x` using `Metric.cauchySeq_iff` to expose the explicit ε–index characterization of a Cauchy sequence.,atlas.real_analysis.96a9359e4c81,cauchy_seq_iff,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Cauchy.lean,"theorem cauchy_seq_iff (x : ℕ → ℝ) :
    CauchySeq x ↔ ∀ ε > 0, ∃ M : ℕ, ∀ n k, n ≥ M → k ≥ M → |x n - x k| < ε","A real sequence `x` is Cauchy (in the Mathlib sense, `CauchySeq x`) if and only if it
satisfies the textbook Cauchy criterion: for every `ε > 0` there exists `M : ℕ` such
that `|x n - x k| < ε` whenever `n, k ≥ M`."
257,"Use the real-number identity `Real.dist_eq`, namely `dist a b = |a - b|`, to convert the metric inequality into the textbook absolute-difference inequality and conversely.",atlas.real_analysis.96a9359e4c81,cauchy_seq_iff,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Cauchy.lean,"theorem cauchy_seq_iff (x : ℕ → ℝ) :
    CauchySeq x ↔ ∀ ε > 0, ∃ M : ℕ, ∀ n k, n ≥ M → k ≥ M → |x n - x k| < ε","A real sequence `x` is Cauchy (in the Mathlib sense, `CauchySeq x`) if and only if it
satisfies the textbook Cauchy criterion: for every `ε > 0` there exists `M : ℕ` such
that `|x n - x k| < ε` whenever `n, k ≥ M`."
258,"In each implication, reuse the same threshold index and hypotheses, since only the notation for the distance changes.",atlas.real_analysis.96a9359e4c81,cauchy_seq_iff,3,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Cauchy.lean,"theorem cauchy_seq_iff (x : ℕ → ℝ) :
    CauchySeq x ↔ ∀ ε > 0, ∃ M : ℕ, ∀ n k, n ≥ M → k ≥ M → |x n - x k| < ε","A real sequence `x` is Cauchy (in the Mathlib sense, `CauchySeq x`) if and only if it
satisfies the textbook Cauchy criterion: for every `ε > 0` there exists `M : ℕ` such
that `|x n - x k| < ε` whenever `n, k ≥ M`."
259,"The forward implication relies on the completeness of \(\mathbb{R}\), which ensures that every Cauchy sequence has a real limit.",atlas.real_analysis.0b0070d60c5c,cauchy_iff_convergent,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Cauchy.lean,"theorem cauchy_iff_convergent (x : ℕ → ℝ) :
    CauchySeq x ↔ ∃ L : ℝ, Filter.Tendsto x Filter.atTop (nhds L)","Cauchy completeness of the reals: a real sequence is Cauchy if and only if it
converges to some limit `L : ℝ`."
260,"The reverse implication uses the general principle that every convergent sequence is Cauchy, obtained by comparing two late terms through their common limit via the triangle inequality.",atlas.real_analysis.0b0070d60c5c,cauchy_iff_convergent,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Cauchy.lean,"theorem cauchy_iff_convergent (x : ℕ → ℝ) :
    CauchySeq x ↔ ∃ L : ℝ, Filter.Tendsto x Filter.atTop (nhds L)","Cauchy completeness of the reals: a real sequence is Cauchy if and only if it
converges to some limit `L : ℝ`."
261,Convert the global upper and lower bounds on `Set.range x` into the filter-theoretic boundedness and coboundedness hypotheses required by the `limsup` comparison lemmas.,atlas.real_analysis.acf6d7b27bc7,limsup_eq_lim_sup_tail,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem limsup_eq_lim_sup_tail (x : ℕ → ℝ) (hb : BddAbove (Set.range x))
    (hb' : BddBelow (Set.range x)) :
    Filter.limsup x Filter.atTop = ⨅ n : ℕ, ⨆ i : ℕ, x (i + n)","For a bounded real sequence `x : ℕ → ℝ`, the filter-theoretic `limsup` along
`atTop` agrees with the textbook definition
`limsup x = inf_{n} sup_{k ≥ n} x k`, here written as
`⨅ n, ⨆ i, x (i + n)`.

This realizes the informal definition: for bounded `{xₙ}`,
`limsup xₙ := lim_{n→∞} sup{xₖ : k ≥ n}`."
262,"Use the same bounds to show that every tail has a bounded-above supremum and that the sequence of tail suprema is bounded below, ensuring all `ciSup` and `ciInf` inequalities are applicable.",atlas.real_analysis.acf6d7b27bc7,limsup_eq_lim_sup_tail,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem limsup_eq_lim_sup_tail (x : ℕ → ℝ) (hb : BddAbove (Set.range x))
    (hb' : BddBelow (Set.range x)) :
    Filter.limsup x Filter.atTop = ⨅ n : ℕ, ⨆ i : ℕ, x (i + n)","For a bounded real sequence `x : ℕ → ℝ`, the filter-theoretic `limsup` along
`atTop` agrees with the textbook definition
`limsup x = inf_{n} sup_{k ≥ n} x k`, here written as
`⨅ n, ⨆ i, x (i + n)`.

This realizes the informal definition: for bounded `{xₙ}`,
`limsup xₙ := lim_{n→∞} sup{xₖ : k ≥ n}`."
263,"For each fixed `n`, observe that eventually `m ≥ n`, so `m = (m - n) + n` and hence `x m ≤ ⨆ i, x (i + n)`, proving `limsup x ≤` every tail supremum and therefore their infimum.",atlas.real_analysis.acf6d7b27bc7,limsup_eq_lim_sup_tail,3,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem limsup_eq_lim_sup_tail (x : ℕ → ℝ) (hb : BddAbove (Set.range x))
    (hb' : BddBelow (Set.range x)) :
    Filter.limsup x Filter.atTop = ⨅ n : ℕ, ⨆ i : ℕ, x (i + n)","For a bounded real sequence `x : ℕ → ℝ`, the filter-theoretic `limsup` along
`atTop` agrees with the textbook definition
`limsup x = inf_{n} sup_{k ≥ n} x k`, here written as
`⨅ n, ⨆ i, x (i + n)`.

This realizes the informal definition: for bounded `{xₙ}`,
`limsup xₙ := lim_{n→∞} sup{xₖ : k ≥ n}`."
264,"For the reverse inequality, use the characterization that it suffices to show the infimum of tail suprema lies below every eventual upper bound of `x`.",atlas.real_analysis.acf6d7b27bc7,limsup_eq_lim_sup_tail,4,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem limsup_eq_lim_sup_tail (x : ℕ → ℝ) (hb : BddAbove (Set.range x))
    (hb' : BddBelow (Set.range x)) :
    Filter.limsup x Filter.atTop = ⨅ n : ℕ, ⨆ i : ℕ, x (i + n)","For a bounded real sequence `x : ℕ → ℝ`, the filter-theoretic `limsup` along
`atTop` agrees with the textbook definition
`limsup x = inf_{n} sup_{k ≥ n} x k`, here written as
`⨅ n, ⨆ i, x (i + n)`.

This realizes the informal definition: for bounded `{xₙ}`,
`limsup xₙ := lim_{n→∞} sup{xₖ : k ≥ n}`."
265,"Given an eventual upper bound `b`, choose a threshold `N`; then every term of the `N`-th tail is at most `b`, so its supremum is at most `b`, while the infimum over all tails is at most that particular tail supremum.",atlas.real_analysis.acf6d7b27bc7,limsup_eq_lim_sup_tail,5,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem limsup_eq_lim_sup_tail (x : ℕ → ℝ) (hb : BddAbove (Set.range x))
    (hb' : BddBelow (Set.range x)) :
    Filter.limsup x Filter.atTop = ⨅ n : ℕ, ⨆ i : ℕ, x (i + n)","For a bounded real sequence `x : ℕ → ℝ`, the filter-theoretic `limsup` along
`atTop` agrees with the textbook definition
`limsup x = inf_{n} sup_{k ≥ n} x k`, here written as
`⨅ n, ⨆ i, x (i + n)`.

This realizes the informal definition: for bounded `{xₙ}`,
`limsup xₙ := lim_{n→∞} sup{xₖ : k ≥ n}`."
266,"If \(x_n \to L\), the standard identities `hL.limsup_eq` and `hL.liminf_eq` show that both limsup and liminf equal \(L\), hence they equal each other.",atlas.real_analysis.cc07284d82b7,convergent_iff_limsup_eq_liminf,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem convergent_iff_limsup_eq_liminf (x : ℕ → ℝ)
    (hbdd : BddAbove (Set.range x) ∧ BddBelow (Set.range x)) :
    (∃ L, Filter.Tendsto x Filter.atTop (nhds L)) ↔
    Filter.limsup x Filter.atTop = Filter.liminf x Filter.atTop","A bounded real sequence `x : ℕ → ℝ` converges to some limit `L` if and only
if its `limsup` and `liminf` (along `atTop`) coincide.

This is the standard characterization: a bounded sequence `{xₙ}` converges iff
`liminf xₙ = limsup xₙ`."
267,Global upper and lower bounds on `Set.range x` are converted into the corresponding boundedness conditions along `Filter.atTop`.,atlas.real_analysis.cc07284d82b7,convergent_iff_limsup_eq_liminf,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem convergent_iff_limsup_eq_liminf (x : ℕ → ℝ)
    (hbdd : BddAbove (Set.range x) ∧ BddBelow (Set.range x)) :
    (∃ L, Filter.Tendsto x Filter.atTop (nhds L)) ↔
    Filter.limsup x Filter.atTop = Filter.liminf x Filter.atTop","A bounded real sequence `x : ℕ → ℝ` converges to some limit `L` if and only
if its `limsup` and `liminf` (along `atTop`) coincide.

This is the standard characterization: a bounded sequence `{xₙ}` converges iff
`liminf xₙ = limsup xₙ`."
268,"Conversely, after reversing the assumed equality to obtain \(\liminf x=\limsup x\), the criterion `tendsto_of_liminf_eq_limsup` yields convergence to the common value, chosen as `Filter.limsup x Filter.atTop`.",atlas.real_analysis.cc07284d82b7,convergent_iff_limsup_eq_liminf,3,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/LimSupInf.lean,"theorem convergent_iff_limsup_eq_liminf (x : ℕ → ℝ)
    (hbdd : BddAbove (Set.range x) ∧ BddBelow (Set.range x)) :
    (∃ L, Filter.Tendsto x Filter.atTop (nhds L)) ↔
    Filter.limsup x Filter.atTop = Filter.liminf x Filter.atTop","A bounded real sequence `x : ℕ → ℝ` converges to some limit `L` if and only
if its `limsup` and `liminf` (along `atTop`) coincide.

This is the standard characterization: a bounded sequence `{xₙ}` converges iff
`liminf xₙ = limsup xₙ`."
269,Monotonicity gives each adjacent inequality by applying it to the basic natural-number relation \(n \le n+1\).,atlas.real_analysis.558ee9832c8c,monotone_increasing_iff,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Monotone.lean,"theorem monotone_increasing_iff (x : ℕ → ℝ) :
    Monotone x ↔ ∀ n : ℕ, x n ≤ x (n + 1)","A sequence `x : ℕ → ℝ` is monotone increasing (i.e. `Monotone x`) if and only if
each term is bounded above by its immediate successor: `x n ≤ x (n + 1)` for all `n`."
270,"Conversely, inequalities between successive terms imply full monotonicity because any relation \(m \le n\) can be traversed through finitely many successor steps, chaining the adjacent inequalities by transitivity.",atlas.real_analysis.558ee9832c8c,monotone_increasing_iff,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Monotone.lean,"theorem monotone_increasing_iff (x : ℕ → ℝ) :
    Monotone x ↔ ∀ n : ℕ, x n ≤ x (n + 1)","A sequence `x : ℕ → ℝ` is monotone increasing (i.e. `Monotone x`) if and only if
each term is bounded above by its immediate successor: `x n ≤ x (n + 1)` for all `n`."
271,"A convergent real sequence has a bounded range, so convergence immediately implies that the range of \(x\) is bounded below.",atlas.real_analysis.9125c31f969d,monotone_decreasing_convergence,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Monotone.lean,"theorem monotone_decreasing_convergence (x : ℕ → ℝ) (hm : Antitone x) :
    ((∃ L, Filter.Tendsto x Filter.atTop (nhds L)) ↔ BddBelow (Set.range x)) ∧
    (BddBelow (Set.range x) → Filter.Tendsto x Filter.atTop (nhds (⨅ n, x n)))","A monotone decreasing real sequence converges if and only if it is bounded below,
and in that case its limit equals the infimum of its range: a monotone decreasing
sequence `x` converges iff `BddBelow (Set.range x)`, and when bounded below, the
sequence converges to `⨅ n, x n`."
272,"For an antitone sequence whose range is bounded below, the monotone convergence theorem `tendsto_atTop_ciInf` shows that \(x_n\) converges to \(\inf_n x_n=\bigwedge_n x_n\).",atlas.real_analysis.9125c31f969d,monotone_decreasing_convergence,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Monotone.lean,"theorem monotone_decreasing_convergence (x : ℕ → ℝ) (hm : Antitone x) :
    ((∃ L, Filter.Tendsto x Filter.atTop (nhds L)) ↔ BddBelow (Set.range x)) ∧
    (BddBelow (Set.range x) → Filter.Tendsto x Filter.atTop (nhds (⨅ n, x n)))","A monotone decreasing real sequence converges if and only if it is bounded below,
and in that case its limit equals the infimum of its range: a monotone decreasing
sequence `x` converges iff `BddBelow (Set.range x)`, and when bounded below, the
sequence converges to `⨅ n, x n`."
273,Using this explicit infimum limit both supplies the witness for the existential convergence claim and proves the stronger assertion identifying the limit.,atlas.real_analysis.9125c31f969d,monotone_decreasing_convergence,3,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/Monotone.lean,"theorem monotone_decreasing_convergence (x : ℕ → ℝ) (hm : Antitone x) :
    ((∃ L, Filter.Tendsto x Filter.atTop (nhds L)) ↔ BddBelow (Set.range x)) ∧
    (BddBelow (Set.range x) → Filter.Tendsto x Filter.atTop (nhds (⨅ n, x n)))","A monotone decreasing real sequence converges if and only if it is bounded below,
and in that case its limit equals the infimum of its range: a monotone decreasing
sequence `x` converges iff `BddBelow (Set.range x)`, and when bounded below, the
sequence converges to `⨅ n, x n`."
274,"View \(n\) as a real variable tending to \(+\infty\), so real-variable limit theorems can be transferred to sequences by composition with `tendsto_natCast_atTop_atTop`.",atlas.real_analysis.0c1af56ba22b,special_sequences,1,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/SpecialSequences.lean,"theorem special_sequences :
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ (-p)) Filter.atTop (nhds 0)) ∧
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => p ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)) ∧
    Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)","Some special sequences:
1. If `p > 0`, then `n^(-p) → 0` as `n → ∞`.
2. If `p > 0`, then `p^(1/n) → 1` as `n → ∞`.
3. `n^(1/n) → 1` as `n → ∞`."
275,"For \(p>0\), apply the standard limit \(x^{-p}\to 0\) as \(x\to+\infty\) to obtain \(n^{-p}\to 0\).",atlas.real_analysis.0c1af56ba22b,special_sequences,2,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/SpecialSequences.lean,"theorem special_sequences :
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ (-p)) Filter.atTop (nhds 0)) ∧
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => p ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)) ∧
    Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)","Some special sequences:
1. If `p > 0`, then `n^(-p) → 0` as `n → ∞`.
2. If `p > 0`, then `p^(1/n) → 1` as `n → ∞`.
3. `n^(1/n) → 1` as `n → ∞`."
276,"For \(p>0\), combine \(n^{-1}\to 0\) with continuity of \(x\mapsto p^x\), using \(p^0=1\) and \(1/n=n^{-1}\), to prove \(p^{1/n}\to 1\).",atlas.real_analysis.0c1af56ba22b,special_sequences,3,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/SpecialSequences.lean,"theorem special_sequences :
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ (-p)) Filter.atTop (nhds 0)) ∧
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => p ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)) ∧
    Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)","Some special sequences:
1. If `p > 0`, then `n^(-p) → 0` as `n → ∞`.
2. If `p > 0`, then `p^(1/n) → 1` as `n → ∞`.
3. `n^(1/n) → 1` as `n → ∞`."
277,Apply the standard real limit \(x^{1/x}\to 1\) as \(x\to+\infty\) and compose it with the natural-number embedding to conclude \(n^{1/n}\to 1\).,atlas.real_analysis.0c1af56ba22b,special_sequences,4,external/atlas-lean/Atlas/RealAnalysis/code/Sequences/SpecialSequences.lean,"theorem special_sequences :
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ (-p)) Filter.atTop (nhds 0)) ∧
    (∀ p : ℝ, 0 < p → Filter.Tendsto (fun n : ℕ => p ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)) ∧
    Filter.Tendsto (fun n : ℕ => (n : ℝ) ^ ((1 : ℝ) / n)) Filter.atTop (nhds 1)","Some special sequences:
1. If `p > 0`, then `n^(-p) → 0` as `n → ∞`.
2. If `p > 0`, then `p^(1/n) → 1` as `n → ∞`.
3. `n^(1/n) → 1` as `n → ∞`."
